event_id,event_slug,event_title,event_volume,market_id,condition_id,market_slug,question,group_item_title,outcomes,outcome_prices,clob_token_ids,yes_price,no_price,yes_token_id,no_token_id,best_bid,best_ask,spread,market_volume,liquidity,neg_risk,active,closed,accepting_orders,end_date,matched_prediction_slug,prediction_c,prediction_model,interval_lower,interval_upper,interval_unit,fair_yes_probability,fair_no_probability,yes_buy_price,no_buy_price,yes_fee_per_share,no_fee_per_share,yes_net_edge,no_net_edge,strategy_version,model_sigma_c,visible_bucket_count,visible_bucket_rank,visible_top_bucket,visible_top_bucket_probability,is_visible_top_bucket,is_near_visible_top_bucket,decision_reason,risk_flags,paper_side,paper_price,paper_fair_probability,paper_net_edge,paper_decision_score,suggested_max_stake_usdc,market_has_ended,reason
439956,highest-temperature-in-tel-aviv-on-may-4-2026,Highest temperature in Tel Aviv on May 4?,39167.01022699999,2137324,0xda87d96a82f13d958446715d6f8d66a310dbcc9e9a49c81894eeab996168e19c,highest-temperature-in-tel-aviv-on-may-4-2026-22c,Will the highest temperature in Tel Aviv be 22°C on May 4?,22°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""64696194086342604020306930388680055442104615118772657484403651745795537932674"", ""112836706759791673502845529317660918724272717405902726005806676762216989355440""]",0.0005,0.9995,64696194086342604020306930388680055442104615118772657484403651745795537932674,112836706759791673502845529317660918724272717405902726005806676762216989355440,,0.001,0.001,5025.3325399999985,3185.99251,1,1,0,1,2026-05-04T12:00:00Z,,,,21.5,22.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439956,highest-temperature-in-tel-aviv-on-may-4-2026,Highest temperature in Tel Aviv on May 4?,39167.01022699999,2137325,0xe2770ca16bc3b4b9cd36a49cdd54a532a5bc48117a12cf120c6927d4928a4f75,highest-temperature-in-tel-aviv-on-may-4-2026-23c,Will the highest temperature in Tel Aviv be 23°C on May 4?,23°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""51962181643816337915049817438350081265344677154430484604843445942566324943690"", ""5030536359744941789361909980330177310329514461250830130642949795656708002729""]",0.0005,0.9995,51962181643816337915049817438350081265344677154430484604843445942566324943690,5030536359744941789361909980330177310329514461250830130642949795656708002729,,0.001,0.001,3548.550753999999,3772.006,1,1,0,1,2026-05-04T12:00:00Z,,,,22.5,23.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439956,highest-temperature-in-tel-aviv-on-may-4-2026,Highest temperature in Tel Aviv on May 4?,39167.01022699999,2137326,0xd02774a5fedf15e99d4828885c3a700564a1e0652475f4fb6730e5a5cdacaed4,highest-temperature-in-tel-aviv-on-may-4-2026-24c,Will the highest temperature in Tel Aviv be 24°C on May 4?,24°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""98587642488529673483753318374934921754563141567593865637099204761658615558883"", ""61267051507575033940827615636176513888087877003303045177551696688415253920635""]",0.0005,0.9995,98587642488529673483753318374934921754563141567593865637099204761658615558883,61267051507575033940827615636176513888087877003303045177551696688415253920635,,0.001,0.001,1826.1389400000005,6375.27059,1,1,0,1,2026-05-04T12:00:00Z,,,,23.5,24.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,36797.001399999994,2144687,0xd86f3712e116a7f996e05f97a8eccda30f7e32ce2d0d8f95a94a023251162e9b,highest-temperature-in-paris-on-may-5-2026-15c,Will the highest temperature in Paris be 15°C on May 5?,15°C,"[""Yes"", ""No""]","[0.415, 0.585]","[""32592047057831052296882627115079558220395013769505699096892530373339646062617"", ""50917298129545799276184188869780204179912762168905166214633304794903080606429""]",0.415,0.585,32592047057831052296882627115079558220395013769505699096892530373339646062617,50917298129545799276184188869780204179912762168905166214633304794903080606429,0.41,0.42,0.01,3627.1016879999993,2280.1482,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-paris-on-may-5-2026,15.388561486641535,sklearn_hist_gradient_boosting_bias_corrector,14.5,15.5,celsius,0.252811,0.747189,0.42,0.59,0.01218,0.012095,-0.179369,0.145094,betting_v2_conservative,1.5,5,1,15°C,0.252811,1,1,BUY_YES edge below threshold; BUY_NO blocked: bucket is model top bucket,model top bucket,NO_TRADE,,,,,,0,BUY_YES edge below threshold; BUY_NO blocked: bucket is model top bucket
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,36797.001399999994,2144686,0x899b6218cad75bba3f2f4dcf05e03a54d5c50028ae5fdf84567bdd0a275baee2,highest-temperature-in-paris-on-may-5-2026-14c,Will the highest temperature in Paris be 14°C on May 5?,14°C,"[""Yes"", ""No""]","[0.265, 0.735]","[""58477995118898085872199718159573028782424578336852441746535683675490033789444"", ""94704158564735008301731527574078815152997310748530723440241718360393902220413""]",0.265,0.735,58477995118898085872199718159573028782424578336852441746535683675490033789444,94704158564735008301731527574078815152997310748530723440241718360393902220413,0.25,0.28,0.03,5453.459841999997,2098.1222,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-paris-on-may-5-2026,15.388561486641535,sklearn_hist_gradient_boosting_bias_corrector,13.5,14.5,celsius,0.172792,0.827208,0.28,0.75,0.01008,0.009375,-0.117288,0.067833,betting_v2_conservative,1.5,5,3,15°C,0.252811,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 15°C,,BUY_NO,0.75,0.827208,0.067833,0.067833,3.39,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 15°C
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,36797.001399999994,2144688,0x62b04fca042ea8f2ff61aefda6f0f4a00b67d7e3c4a6a0aa0efa13f89e8a6f6c,highest-temperature-in-paris-on-may-5-2026-16c,Will the highest temperature in Paris be 16°C on May 5?,16°C,"[""Yes"", ""No""]","[0.265, 0.735]","[""109370012263060287285338815876485608952503589587229731912672360240097284862894"", ""103318372443934431212745610809632471731549572564280976887443123313875758565445""]",0.265,0.735,109370012263060287285338815876485608952503589587229731912672360240097284862894,103318372443934431212745610809632471731549572564280976887443123313875758565445,0.26,0.27,0.01,3155.1042450000004,2200.8534,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-paris-on-may-5-2026,15.388561486641535,sklearn_hist_gradient_boosting_bias_corrector,15.5,16.5,celsius,0.24103,0.75897,0.27,0.74,0.009855,0.00962,-0.038825,0.00935,betting_v2_conservative,1.5,5,2,15°C,0.252811,0,1,BUY_YES edge below threshold; BUY_NO edge below threshold,,NO_TRADE,,,,,,0,BUY_YES edge below threshold; BUY_NO edge below threshold
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,36797.001399999994,2144689,0x3c85b905726ef38831d2212fb86d00a644942f9001eea31696c1e510d403d2b3,highest-temperature-in-paris-on-may-5-2026-17c,Will the highest temperature in Paris be 17°C on May 5?,17°C,"[""Yes"", ""No""]","[0.0515, 0.9485]","[""29232753442195766446102138796315435532836730065293581780050897054294346505799"", ""21973125456260757881870374830532106291382599926264471269704084857368363087743""]",0.0515,0.9485,29232753442195766446102138796315435532836730065293581780050897054294346505799,21973125456260757881870374830532106291382599926264471269704084857368363087743,0.048,0.055,0.007,4390.936433,1557.86126,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-paris-on-may-5-2026,15.388561486641535,sklearn_hist_gradient_boosting_bias_corrector,16.5,17.5,celsius,0.149738,0.850262,0.055,0.952,0.002599,0.002285,0.092139,-0.104023,betting_v2_conservative,1.5,5,4,15°C,0.252811,0,0,BUY_YES: our bucket probability is above market ask after fee; rank 4 of 5,,BUY_YES,0.055,0.149738,0.092139,0.092139,4.61,0,BUY_YES: our bucket probability is above market ask after fee; rank 4 of 5
443299,highest-temperature-in-paris-on-may-5-2026,Highest temperature in Paris on May 5?,36797.001399999994,2144685,0x37c8ebeec5f4d84e120b39cd425de2f925f007fba67d9cc14f578048d4f741bd,highest-temperature-in-paris-on-may-5-2026-13c,Will the highest temperature in Paris be 13°C on May 5?,13°C,"[""Yes"", ""No""]","[0.0255, 0.9745]","[""28266231127733551275689592906552517824914461001945136560055692768458263667160"", ""53738194443567054614830839668548008469795621899581789235620690073164746811468""]",0.0255,0.9745,28266231127733551275689592906552517824914461001945136560055692768458263667160,53738194443567054614830839668548008469795621899581789235620690073164746811468,0.015,0.036,0.021,4014.049766,1596.40425,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-paris-on-may-5-2026,15.388561486641535,sklearn_hist_gradient_boosting_bias_corrector,12.5,13.5,celsius,0.076937,0.923063,0.036,0.985,0.001735,0.000739,0.039202,-0.062676,betting_v2_conservative,1.5,5,5,15°C,0.252811,0,0,BUY_YES probability too low; BUY_NO edge below threshold,,NO_TRADE,,,,,,0,BUY_YES probability too low; BUY_NO edge below threshold
443341,highest-temperature-in-jakarta-on-may-5-2026,Highest temperature in Jakarta on May 5?,32858.90962599999,2145152,0x4d83d3492698710d591ea370f99e7ee1d9f593e026c6652bbc285b416ccaee90,highest-temperature-in-jakarta-on-may-5-2026-34c,Will the highest temperature in Jakarta be 34°C on May 5?,34°C,"[""Yes"", ""No""]","[0.57, 0.43]","[""40835554226291665687668757489519014625045375816067490903784091637428429612728"", ""86442900221761527986001545745612346204000846843642669226964652663462706710928""]",0.57,0.43,40835554226291665687668757489519014625045375816067490903784091637428429612728,86442900221761527986001545745612346204000846843642669226964652663462706710928,0.55,0.59,0.04,4661.867197999997,623.99028,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-jakarta-on-may-5-2026,29.29088729636456,sklearn_hist_gradient_boosting_bias_corrector,33.5,34.5,celsius,0.00225,0.99775,0.59,0.45,0.012095,0.012375,-0.599845,0.535375,betting_v2_conservative,1.5,5,4,31°C,0.139689,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C,,BUY_NO,0.45,0.99775,0.535375,0.535375,5.0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C
443341,highest-temperature-in-jakarta-on-may-5-2026,Highest temperature in Jakarta on May 5?,32858.90962599999,2145151,0xd8e6692e684aa9b968b68af2215d956fa6fdd94397a083a3061a3ebd5329d63c,highest-temperature-in-jakarta-on-may-5-2026-33c,Will the highest temperature in Jakarta be 33°C on May 5?,33°C,"[""Yes"", ""No""]","[0.226, 0.774]","[""12280196455784519791161844696460302626671013254851429525451692370999867708301"", ""91153149183575141137451718393118828445328184914053328315917239269011534599601""]",0.226,0.774,12280196455784519791161844696460302626671013254851429525451692370999867708301,91153149183575141137451718393118828445328184914053328315917239269011534599601,0.2,0.252,0.052,1335.95786,790.40924,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-jakarta-on-may-5-2026,29.29088729636456,sklearn_hist_gradient_boosting_bias_corrector,32.5,33.5,celsius,0.013694,0.986306,0.252,0.8,0.009425,0.008,-0.247731,0.178306,betting_v2_conservative,1.5,5,3,31°C,0.139689,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C,wide spread,BUY_NO,0.8,0.986306,0.178306,0.178306,5.0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C
443341,highest-temperature-in-jakarta-on-may-5-2026,Highest temperature in Jakarta on May 5?,32858.90962599999,2145150,0x0bfe7f28b230e1ca503f875c290a2ef5e23150d1c046ddb662ed05af9705ff77,highest-temperature-in-jakarta-on-may-5-2026-32c,Will the highest temperature in Jakarta be 32°C on May 5?,32°C,"[""Yes"", ""No""]","[0.12, 0.88]","[""11599580481691603603613616766664533329115218269953873362167696404000333057631"", ""45321166490994770348941757686052071484021011561138210013013923083179474461691""]",0.12,0.88,11599580481691603603613616766664533329115218269953873362167696404000333057631,45321166490994770348941757686052071484021011561138210013013923083179474461691,0.1,0.14,0.04,1863.0531180000003,885.7472,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-jakarta-on-may-5-2026,29.29088729636456,sklearn_hist_gradient_boosting_bias_corrector,31.5,32.5,celsius,0.054209,0.945791,0.14,0.9,0.00602,0.0045,-0.091811,0.041291,betting_v2_conservative,1.5,5,2,31°C,0.139689,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C,,BUY_NO,0.9,0.945791,0.041291,0.041291,2.06,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C
443341,highest-temperature-in-jakarta-on-may-5-2026,Highest temperature in Jakarta on May 5?,32858.90962599999,2145153,0x2522228b38cfe26eef4a77d0d1871fe9ece191c66e187aac1b8e44fdcef04060,highest-temperature-in-jakarta-on-may-5-2026-35c,Will the highest temperature in Jakarta be 35°C on May 5?,35°C,"[""Yes"", ""No""]","[0.075, 0.925]","[""70023981344495612752759960710316604948818894645049108563316235646507020483289"", ""82738218176496194836867225454969197681850190327532745672207222368153697181127""]",0.075,0.925,70023981344495612752759960710316604948818894645049108563316235646507020483289,82738218176496194836867225454969197681850190327532745672207222368153697181127,0.07,0.08,0.01,10049.733513999998,2937.52235,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-jakarta-on-may-5-2026,29.29088729636456,sklearn_hist_gradient_boosting_bias_corrector,34.5,35.5,celsius,0.00024,0.99976,0.08,0.93,0.00368,0.003255,-0.08344,0.066505,betting_v2_conservative,1.5,5,5,31°C,0.139689,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C,,BUY_NO,0.93,0.99976,0.066505,0.066505,3.33,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 31°C
443341,highest-temperature-in-jakarta-on-may-5-2026,Highest temperature in Jakarta on May 5?,32858.90962599999,2145149,0xa2a5b9d6ebe85d9ff462de0518f35feb8ca9e3fcd854adcde370ebfb1a0927ba,highest-temperature-in-jakarta-on-may-5-2026-31c,Will the highest temperature in Jakarta be 31°C on May 5?,31°C,"[""Yes"", ""No""]","[0.06, 0.94]","[""11683700187611674658899987726688444683269268821597235777723733356122150000504"", ""68013541807109327508045781386480006769040006082794521911099565629641238588137""]",0.06,0.94,11683700187611674658899987726688444683269268821597235777723733356122150000504,68013541807109327508045781386480006769040006082794521911099565629641238588137,0.04,0.08,0.04,1980.049211,619.6509,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-jakarta-on-may-5-2026,29.29088729636456,sklearn_hist_gradient_boosting_bias_corrector,30.5,31.5,celsius,0.139689,0.860311,0.08,0.96,0.00368,0.00192,0.056009,-0.101609,betting_v2_conservative,1.5,5,1,31°C,0.139689,1,1,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5,model top bucket,BUY_YES,0.08,0.139689,0.056009,0.056009,2.8,0,BUY_YES: our bucket probability is above market ask after fee; rank 1 of 5
439943,highest-temperature-in-buenos-aires-on-may-4-2026,Highest temperature in Buenos Aires on May 4?,39194.042850000005,2137179,0x64e1fe3043ed4ac1362f4943e9b46907d5d1c0662b38b8a217bee2e5aec05ae5,highest-temperature-in-buenos-aires-on-may-4-2026-21c,Will the highest temperature in Buenos Aires be 21°C on May 4?,21°C,"[""Yes"", ""No""]","[0.53, 0.47]","[""51319658445502417718851064455019937089213044358792216490956021891061922461898"", ""88139764469529664536602622947947122480628592346122490918007278784626873428187""]",0.53,0.47,51319658445502417718851064455019937089213044358792216490956021891061922461898,88139764469529664536602622947947122480628592346122490918007278784626873428187,0.51,0.55,0.04,2624.5682140000004,324.1647,1,1,0,1,2026-05-04T12:00:00Z,,,,20.5,21.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439943,highest-temperature-in-buenos-aires-on-may-4-2026,Highest temperature in Buenos Aires on May 4?,39194.042850000005,2137180,0xaebf8a0be2710ffd7369135d8c668a0aba14cbc70b1ba8222389ced33fd38718,highest-temperature-in-buenos-aires-on-may-4-2026-22c,Will the highest temperature in Buenos Aires be 22°C on May 4?,22°C,"[""Yes"", ""No""]","[0.36, 0.64]","[""77654879183948743165243704169946773205195521777468047622739862144118179264221"", ""79028755816249570932276372757230453564306171664275897523132466832825340797267""]",0.36,0.64,77654879183948743165243704169946773205195521777468047622739862144118179264221,79028755816249570932276372757230453564306171664275897523132466832825340797267,0.34,0.38,0.04,2417.4144120000005,411.265,1,1,0,1,2026-05-04T12:00:00Z,,,,21.5,22.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439943,highest-temperature-in-buenos-aires-on-may-4-2026,Highest temperature in Buenos Aires on May 4?,39194.042850000005,2137178,0xf25df7e018ab18d826e017de9b5118135b8a9c75410ddde3ec65d742b47466fa,highest-temperature-in-buenos-aires-on-may-4-2026-20c,Will the highest temperature in Buenos Aires be 20°C on May 4?,20°C,"[""Yes"", ""No""]","[0.075, 0.925]","[""59497032366294787332897291635762262045700325139826411506663377071412955984847"", ""77391868563796948511883119585337923483168877514469275171456453414435814356398""]",0.075,0.925,59497032366294787332897291635762262045700325139826411506663377071412955984847,77391868563796948511883119585337923483168877514469275171456453414435814356398,0.06,0.09,0.03,8569.729527000007,540.3727,1,1,0,1,2026-05-04T12:00:00Z,,,,19.5,20.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439943,highest-temperature-in-buenos-aires-on-may-4-2026,Highest temperature in Buenos Aires on May 4?,39194.042850000005,2137181,0xd8070669e2e6511acadf3556c48e65f05abe6d91b93d7b5e9d7b4bcbe061a07f,highest-temperature-in-buenos-aires-on-may-4-2026-23c,Will the highest temperature in Buenos Aires be 23°C on May 4?,23°C,"[""Yes"", ""No""]","[0.05, 0.95]","[""6410543732240857009357852615614754442577421090264404192169220039445055057905"", ""48401090356927387738435249689772606812758606752309873241884995316222539667357""]",0.05,0.95,6410543732240857009357852615614754442577421090264404192169220039445055057905,48401090356927387738435249689772606812758606752309873241884995316222539667357,0.04,0.06,0.02,4325.624701999998,594.8652,1,1,0,1,2026-05-04T12:00:00Z,,,,22.5,23.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439943,highest-temperature-in-buenos-aires-on-may-4-2026,Highest temperature in Buenos Aires on May 4?,39194.042850000005,2137182,0xe63003a8cf703acaafb0c732e450d1d73999c21938e98ace8b624ecab7e8a943,highest-temperature-in-buenos-aires-on-may-4-2026-24c,Will the highest temperature in Buenos Aires be 24°C on May 4?,24°C,"[""Yes"", ""No""]","[0.0155, 0.9845]","[""108647769339175952202770943670752969577415404647261286747246123963936448320821"", ""49979504565447734130238881315931190933767192972356032826704972259903657217752""]",0.0155,0.9845,108647769339175952202770943670752969577415404647261286747246123963936448320821,49979504565447734130238881315931190933767192972356032826704972259903657217752,0.01,0.021,0.011,4701.457742999998,1131.45454,1,1,0,1,2026-05-04T12:00:00Z,,,,23.5,24.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439987,highest-temperature-in-guangzhou-on-may-4-2026,Highest temperature in Guangzhou on May 4?,42373.164408000004,2137665,0x7dc38ec38a6115c9344a9b39a06cf96b8b7cfda3684e0c3dfc8d206dc9783b28,highest-temperature-in-guangzhou-on-may-4-2026-25c,Will the highest temperature in Guangzhou be 25°C on May 4?,25°C,"[""Yes"", ""No""]","[0.9995, 0.0005]","[""6116657711016967093920499077651967277732781131013617587969569796647085199662"", ""38970805883644716569904385082680652731331363602757399913894304780317755447910""]",0.9995,0.0005,6116657711016967093920499077651967277732781131013617587969569796647085199662,38970805883644716569904385082680652731331363602757399913894304780317755447910,0.999,1.0,0.001,5233.111237000003,71062.45874,1,1,0,1,2026-05-04T12:00:00Z,,,,24.5,25.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439987,highest-temperature-in-guangzhou-on-may-4-2026,Highest temperature in Guangzhou on May 4?,42373.164408000004,2137666,0xe4c97d70bbd2f00a7bf6dcbac38244fe5ceeee94786d28e99d261bf2f2de8910,highest-temperature-in-guangzhou-on-may-4-2026-26c,Will the highest temperature in Guangzhou be 26°C on May 4?,26°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""102629378227556944441790179195337680464461047848625587156821738428988879756947"", ""35794517383703192760646334296904357773624442734154907558020657218340356935967""]",0.0005,0.9995,102629378227556944441790179195337680464461047848625587156821738428988879756947,35794517383703192760646334296904357773624442734154907558020657218340356935967,,0.001,0.001,5783.334686999999,56396.04371,1,1,0,1,2026-05-04T12:00:00Z,,,,25.5,26.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439987,highest-temperature-in-guangzhou-on-may-4-2026,Highest temperature in Guangzhou on May 4?,42373.164408000004,2137667,0x3c131075bd27b283c4fd50e31da627a92cf47483a8e6e434760d07a5f4fdf687,highest-temperature-in-guangzhou-on-may-4-2026-27c,Will the highest temperature in Guangzhou be 27°C on May 4?,27°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""96218973980365796413933493183804484186304643806301457914451138746033043381041"", ""66342571777479245533409561631895437716409579007145163308722911648418806439431""]",0.0005,0.9995,96218973980365796413933493183804484186304643806301457914451138746033043381041,66342571777479245533409561631895437716409579007145163308722911648418806439431,,0.001,0.001,3593.7732610000003,37716.06184,1,1,0,1,2026-05-04T12:00:00Z,,,,26.5,27.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439987,highest-temperature-in-guangzhou-on-may-4-2026,Highest temperature in Guangzhou on May 4?,42373.164408000004,2137668,0x074910475fd793dcc7ceb6bdedd01ac48affe87726988c1e4f125e70255c0eed,highest-temperature-in-guangzhou-on-may-4-2026-28c,Will the highest temperature in Guangzhou be 28°C on May 4?,28°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""93773430685413326894912204626627491062494939514311337880661458462904532216109"", ""109815716111888035254390421318661385811671166374737066179896535472742152972273""]",0.0005,0.9995,93773430685413326894912204626627491062494939514311337880661458462904532216109,109815716111888035254390421318661385811671166374737066179896535472742152972273,,0.001,0.001,3693.100037999999,38304.49694,1,1,0,1,2026-05-04T12:00:00Z,,,,27.5,28.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
439987,highest-temperature-in-guangzhou-on-may-4-2026,Highest temperature in Guangzhou on May 4?,42373.164408000004,2137669,0xb97c65cf2463274f16cc9292d23bec48743e01fb5bd4fc04f5cc88fc7067113f,highest-temperature-in-guangzhou-on-may-4-2026-29c,Will the highest temperature in Guangzhou be 29°C on May 4?,29°C,"[""Yes"", ""No""]","[0.0005, 0.9995]","[""77545275217170047885897835941179271306621071201812587409546479797240623772273"", ""46450599017165555019006662164088823145777025637565493534490230183355338088440""]",0.0005,0.9995,77545275217170047885897835941179271306621071201812587409546479797240623772273,46450599017165555019006662164088823145777025637565493534490230183355338088440,,0.001,0.001,2559.9718740000008,42908.67279,1,1,0,1,2026-05-04T12:00:00Z,,,,28.5,29.5,celsius,,,,,,,,,betting_v2_conservative,1.5,,,,,,,no matching prediction for event_slug,,NO_DATA,,,,,,1,no matching prediction for event_slug
443317,highest-temperature-in-shanghai-on-may-5-2026,Highest temperature in Shanghai on May 5?,32076.773549000005,2144886,0xc9dcc63492665818a321cee6217e5e74a90a8e03fe04ed6262fd600036eb3bcc,highest-temperature-in-shanghai-on-may-5-2026-25c,Will the highest temperature in Shanghai be 25°C on May 5?,25°C,"[""Yes"", ""No""]","[0.52, 0.48]","[""28125662483434330146002817884514390683398016060659910637256674629389447875637"", ""78551492717791290452854858999744212446518841501825995738497088795590057224172""]",0.52,0.48,28125662483434330146002817884514390683398016060659910637256674629389447875637,78551492717791290452854858999744212446518841501825995738497088795590057224172,0.5,0.54,0.04,1970.0393080000003,688.397,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-shanghai-on-may-5-2026,23.126048663334064,sklearn_hist_gradient_boosting_bias_corrector,24.5,25.5,celsius,0.12309,0.87691,0.54,0.5,0.01242,0.0125,-0.42933,0.36441,betting_v2_conservative,1.5,5,3,23°C,0.260231,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 23°C,,BUY_NO,0.5,0.87691,0.36441,0.36441,5.0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 23°C
443317,highest-temperature-in-shanghai-on-may-5-2026,Highest temperature in Shanghai on May 5?,32076.773549000005,2144887,0x02cacf15621b68a6243282194679d39596db665c077c915a5ffb525cc2a895f8,highest-temperature-in-shanghai-on-may-5-2026-26c,Will the highest temperature in Shanghai be 26°C on May 5?,26°C,"[""Yes"", ""No""]","[0.28, 0.72]","[""29098211450633710208171120862650420620402946217650470610370896645895129028328"", ""101494843988678752033045246866721646072041559134306502155836526997259780960238""]",0.28,0.72,29098211450633710208171120862650420620402946217650470610370896645895129028328,101494843988678752033045246866721646072041559134306502155836526997259780960238,0.27,0.29,0.02,1202.605118,731.6598,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-shanghai-on-may-5-2026,23.126048663334064,sklearn_hist_gradient_boosting_bias_corrector,25.5,26.5,celsius,0.044506,0.955494,0.29,0.73,0.010295,0.009855,-0.255789,0.215639,betting_v2_conservative,1.5,5,4,23°C,0.260231,0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 23°C,,BUY_NO,0.73,0.955494,0.215639,0.215639,5.0,0,BUY_NO: model thinks this bucket is unlikely and it is not the model top bucket; top bucket is 23°C
443317,highest-temperature-in-shanghai-on-may-5-2026,Highest temperature in Shanghai on May 5?,32076.773549000005,2144885,0xc30f00f895ae0b3824af73dc87aff80ed80aec1fd2748e363db6125363127669,highest-temperature-in-shanghai-on-may-5-2026-24c,Will the highest temperature in Shanghai be 24°C on May 5?,24°C,"[""Yes"", ""No""]","[0.155, 0.845]","[""112381640284020166000021915838515203293470778628250132384252948450509989664240"", ""93244143971249551353606519239253774703877486906098890325743751172534390481390""]",0.155,0.845,112381640284020166000021915838515203293470778628250132384252948450509989664240,93244143971249551353606519239253774703877486906098890325743751172534390481390,0.14,0.17,0.03,4321.885951,1357.1933,1,1,0,1,2026-05-05T12:00:00Z,highest-temperature-in-shanghai-on-may-5-2026,23.126048663334064,sklearn_hist_gradient_boosting_bias_corrector,23.5,24.5,celsius,0.221722,0.778278,0.17,0.86,0.007055,0.00602,0.044667,-0.087742,betting_v2_conservative,1.5,5,2,23°C,0.260231,0,1,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5,,BUY_YES,0.17,0.221722,0.044667,0.044667,2.23,0,BUY_YES: our bucket probability is above market ask after fee; rank 2 of 5
